name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date

Kepler-373 b,3557,2.42 Earths,14.596,2014

Kepler-373 c,3557,2.07 Earths,14.596,2014

Kepler-374 c,4128,1.37 Earths,14.701,2014

Kepler-374 d,4128,2.27 Earths,14.701,2014

Kepler-375 b,4041,2.7 Earths,15.643,2014

Kepler-376 c,3011,3.86 Earths,13.86,2014

Kepler-377 c,2687,4.9 Earths,14.081,2014

Kepler-378 b,496,0.347 Earths,12.619,2014

Kepler-378 c,496,0.271 Earths,12.619,2014

Kepler-379 b,2385,3.39 Earths,13.475,2014

Kepler-379 c,2385,5.86 Earths,13.475,2014

Kepler-37 c,209,12 Earths,9.770001,2013

Kepler-37 d,209,12.2 Earths,9.770001,2013

Kepler-379 c,2385,5.86 Earths,13.475,2014

Kepler-37 c,209,12 Earths,9.770001,2013

Kepler-37 d,209,12.2 Earths,9.770001,2013

Kepler-37 e,209,0.0275 Earths,9.770001,2014

Kepler-380 b,2654,1.81 Earths,13.74,2014

Kepler-380 c,2654,2.15 Earths,13.74,2014

Kepler-381 b,872,0.937 Earths,10.47,2014

Kepler-381 c,872,1.46 Earths,10.47,2014

Kepler-382 b,3051,2.3 Earths,14.907,2014

Kepler-382 c,3051,3.15 Earths,14.907,2014

Kepler-383 b,1533,2.3 Earths,15.473,2014

Kepler-383 c,1533,2.07 Earths,15.473,2014

Kepler-384 b,2922,1.46 Earths,13.734,2014

Kepler-384 c,2922,1.51 Earths,13.734,2014

Kepler-385 b,4673,12.8 Earths,15.76,2014

Kepler-385 c,4673,13.2 Earths,15.76,2014

Kepler-385 d,4673,7.36 Earths,15.76,2020

Kepler-386 b,2879,2.51 Earths,15.949,2014

Kepler-386 c,2879,3.12 Earths,15.949,2014

Kepler-387 b,2613,1.08 Earths,14.129,2014

Kepler-387 c,2613,0.64 Earths,14.129,2014

Kepler-388 b,1386,0.457 Earths,15.218,2014

Kepler-388 c,1386,0.566 Earths,15.218,2014

Kepler-390 b,1420,0.477 Earths,14.231,2014

Kepler-390 c,1420,0.418 Earths,14.231,2014

Kepler-406 b,1187,6.35 Earths,12.603,2014

Kepler-407 c,1104,12.6 Jupiters,12.603,2014

Kepler-408 b,290,5 Earths,8.834,2014

Kepler-409 b,222,22 Earths,9.636,2014

Kepler-40 b,7519,2.2 Jupiters,14.657,2010

Kepler-410 A b,481,8.44 Earths,9.495,2013

Kepler-411 b,501,25.6 Earths,12.448,2013

Kepler-411 c,501,26.4 Earths,12.448,2016

Kepler-411 d,501,15.2 Earths,12.448,2018

Kepler-411 e,501,10.8 Earths,12.448,2018

Kepler-412 b,3543,0.941 Jupiters,14.399,2014

Kepler-414 b,1349,3.5 Earths,13.378,2014

Kepler-414 c,1349,29.9 Earths,13.378,2014

Kepler-415 b,1730,0.377 Jupiters,16.142,2014

Kepler-417 c,3177,7.7 Earths,15.864,2014

Kepler-418 b,3270,1.1 Jupiters,14.824,2014

Kepler-419 b,3299,2.5 Jupiters,13.089,2014

Kepler-419 c,3299,7.3 Jupiters,13.089,2014

Kepler-41 b,3566,0.56 Jupiters,14.509,2011

Kepler-421 b,1137,16.1 Earths,13.611,2014

Kepler-423 b,2475,0.595 Jupiters,14.462,2014

Kepler-425 b,2109,0.25 Jupiters,14.845,2014

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-406 b,1187,6.35 Earths,12.603,2014

Kepler-407 c,1104,12.6 Jupiters,12.603,2014

Kepler-408 b,290,5 Earths,8.834,2014

Kepler-409 b,222,22 Earths,9.636,2014

Kepler-40 b,7519,2.2 Jupiters,14.657,2010

Kepler-410 A b,481,8.44 Earths,9.495,2013

Kepler-411 b,501,25.6 Earths,12.448,2013

Kepler-411 c,501,26.4 Earths,12.448,2016

Kepler-411 d,501,15.2 Earths,12.448,2018

Kepler-411 e,501,10.8 Earths,12.448,2018

Kepler-412 b,3543,0.941 Jupiters,14.399,2014

Kepler-414 b,1349,3.5 Earths,13.378,2014

Kepler-414 c,1349,29.9 Earths,13.378,2014

Kepler-415 b,1730,0.377 Jupiters,16.142,2014

Kepler-417 c,3177,7.7 Earths,15.864,2014

Kepler-418 b,3270,1.1 Jupiters,14.824,2014

Kepler-419 b,3299,2.5 Jupiters,13.089,2014

Kepler-419 c,3299,7.3 Jupiters,13.089,2014

Kepler-41 b,3566,0.56 Jupiters,14.509,2011

Kepler-421 b,1137,16.1 Earths,13.611,2014

Kepler-423 b,2475,0.595 Jupiters,14.462,2014

Kepler-425 b,2109,0.25 Jupiters,14.845,2014

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-406 b,1187,6.35 Earths,12.603,2014

Kepler-407 c,1104,12.6 Jupiters,12.603,2014

Kepler-408 b,290,5 Earths,8.834,2014

Kepler-409 b,222,22 Earths,9.636,2014

Kepler-40 b,7519,2.2 Jupiters,14.657,2010

Kepler-410 A b,481,8.44 Earths,9.495,2013

Kepler-411 b,501,25.6 Earths,12.448,2013

Kepler-411 c,501,26.4 Earths,12.448,2016

Kepler-411 d,501,15.2 Earths,12.448,2018

Kepler-411 e,501,10.8 Earths,12.448,2018

Kepler-412 b,3543,0.941 Jupiters,14.399,2014

Kepler-414 b,1349,3.5 Earths,13.378,2014

Kepler-414 c,1349,29.9 Earths,13.378,2014

Kepler-415 b,1730,0.377 Jupiters,16.142,2014

Kepler-417 c,3177,7.7 Earths,15.864,2014

Kepler-418 b,3270,1.1 Jupiters,14.824,2014

Kepler-419 b,3299,2.5 Jupiters,13.089,2014

Kepler-419 c,3299,7.3 Jupiters,13.089,2014

Kepler-41 b,3566,0.56 Jupiters,14.509,2011

Kepler-421 b,1137,16.1 Earths,13.611,2014

Kepler-423 b,2475,0.595 Jupiters,14.462,2014

Kepler-425 b,2109,0.25 Jupiters,14.845,2014

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-406 b,1187,6.35 Earths,12.603,2014

Kepler-407 c,1104,12.6 Jupiters,12.603,2014

Kepler-408 b,290,5 Earths,8.834,2014

Kepler-409 b,222,22 Earths,9.636,2014

Kepler-40 b,7519,2.2 Jupiters,14.657,2010

Kepler-410 A b,481,8.44 Earths,9.495,2013

Kepler-411 b,501,25.6 Earths,12.448,2013

Kepler-411 c,501,26.4 Earths,12.448,2016

Kepler-411 d,501,15.2 Earths,12.448,2018

Kepler-411 e,501,10.8 Earths,12.448,2018

Kepler-412 b,3543,0.941 Jupiters,14.399,2014

Kepler-414 b,1349,3.5 Earths,13.378,2014

Kepler-414 c,1349,29.9 Earths,13.378,2014

Kepler-415 b,1730,0.377 Jupiters,16.142,2014

Kepler-417 c,3177,7.7 Earths,15.864,2014

Kepler-418 b,3270,1.1 Jupiters,14.824,2014

Kepler-419 b,3299,2.5 Jupiters,13.089,2014

Kepler-419 c,3299,7.3 Jupiters,13.089,2014

Kepler-41 b,3566,0.56 Jupiters,14.509,2011

Kepler-421 b,1137,16.1 Earths,13.611,2014

Kepler-423 b,2475,0.595 Jupiters,14.462,2014

Kepler-425 b,2109,0.25 Jupiters,14.845,2014

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-406 b,1187,6.35 Earths,12.603,2014

Kepler-407 c,1104,12.6 Jupiters,12.603,2014

Kepler-408 b,290,5 Earths,8.834,2014

Kepler-409 b,222,22 Earths,9.636,2014

Kepler-40 b,7519,2.2 Jupiters,14.657,2010

Kepler-410 A b,481,8.44 Earths,9.495,2013

Kepler-411 b,501,25.6 Earths,12.448,2013

Kepler-411 c,501,26.4 Earths,12.448,2016

Kepler-411 d,501,15.2 Earths,12.448,2018

Kepler-411 e,501,10.8 Earths,12.448,2018

Kepler-412 b,3543,0.941 Jupiters,14.399,2014

Kepler-414 b,1349,3.5 Earths,13.378,2014

Kepler-414 c,1349,29.9 Earths,13.378,2014

Kepler-415 b,1730,0.377 Jupiters,16.142,2014

Kepler-417 c,3177,7.7 Earths,15.864,2014

Kepler-418 b,3270,1.1 Jupiters,14.824,2014

Kepler-419 b,3299,2.5 Jupiters,13.089,2014

Kepler-419 c,3299,7.3 Jupiters,13.089,2014

Kepler-41 b,3566,0.56 Jupiters,14.509,2011

Kepler-421 b,1137,16.1 Earths,13.611,2014

Kepler-423 b,2475,0.595 Jupiters,14.462,2014

Kepler-425 b,2109,0.25 Jupiters,14.845,2014

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-393 c,2875,2.33 Earths,13.258,2014

Kepler-394 b,3454,3.19 Earths,14.948,2014

Kepler-394 c,3454,3.39 Earths,14.948,2014

Kepler-395 c,1375,2.3 Earths,16.5919,2014

Kepler-396 b,730,0.238 Jupiters,12.259,2013

Kepler-396 c,730,17.9 Earths,12.259,2013

Kepler-397 c,3161,31.6 Earths,16.357,2014

Kepler-398 c,579,1.01 Earths,13.499,2014

Kepler-398 d,579,0.615 Earths,13.499,2016

Kepler-399 b,2416,0.84 Earths,14.686,2014

Kepler-399 d,2416,4.23 Earths,14.686,2014

Kepler-400 b,2760,3.36 Earths,13.762,2014

Kepler-400 c,2760,2.83 Earths,13.762,2014

Kepler-401 b,3150,3.57 Earths,13.366,2014

Kepler-401 c,3150,5.27 Earths,13.366,2014

Kepler-401 d,3150,5.77 Earths,13.366,2016

Kepler-402 b,2040,1.98 Earths,13.27,2014

Kepler-402 d,2040,2.48 Earths,13.27,2014

Kepler-402 e,2040,2.73 Earths,13.27,2014

Kepler-403 c,2741,3.71 Earths,12.818,2014

Kepler-404 b,2650,2.15 Earths,15.479,2014

Kepler-405 c,3474,19.6 Earths,16.181,2014

Kepler-406 b,1187,6.35 Earths,12.603,2014

Kepler-407 c,1104,12.6 Jupiters,12.603,2014

Kepler-408 b,290,5 Earths,8.834,2014

Kepler-401 b,3150,3.57 Earths,13.366,2014

Kepler-401 c,3150,5.27 Earths,13.366,2014

Kepler-401 d,3150,5.77 Earths,13.366,2016

Kepler-402 b,2040,1.98 Earths,13.27,2014

Kepler-402 d,2040,2.48 Earths,13.27,2014

Kepler-402 e,2040,2.73 Earths,13.27,2014

Kepler-403 c,2741,3.71 Earths,12.818,2014

Kepler-404 b,2650,2.15 Earths,15.479,2014

Kepler-405 c,3474,19.6 Earths,16.181,2014

Kepler-406 b,1187,6.35 Earths,12.603,2014

Kepler-407 c,1104,12.6 Jupiters,12.603,2014

Kepler-408 b,290,5 Earths,8.834,2014

Kepler-409 b,222,22 Earths,9.636,2014

Kepler-40 b,7519,2.2 Jupiters,14.657,2010

Kepler-410 A b,481,8.44 Earths,9.495,2013

Kepler-411 b,501,25.6 Earths,12.448,2013

Kepler-411 c,501,26.4 Earths,12.448,2016

Kepler-411 d,501,15.2 Earths,12.448,2018

Kepler-411 e,501,10.8 Earths,12.448,2018

Kepler-412 b,3543,0.941 Jupiters,14.399,2014

Kepler-414 b,1349,3.5 Earths,13.378,2014

Kepler-414 c,1349,29.9 Earths,13.378,2014

Kepler-415 b,1730,0.377 Jupiters,16.142,2014

Kepler-417 c,3177,7.7 Earths,15.864,2014

Kepler-418 b,3270,1.1 Jupiters,14.824,2014

Kepler-401 b,3150,3.57 Earths,13.366,2014

Kepler-401 c,3150,5.27 Earths,13.366,2014

Kepler-401 d,3150,5.77 Earths,13.366,2016

Kepler-402 b,2040,1.98 Earths,13.27,2014

Kepler-402 d,2040,2.48 Earths,13.27,2014

Kepler-402 e,2040,2.73 Earths,13.27,2014

Kepler-403 c,2741,3.71 Earths,12.818,2014

Kepler-404 b,2650,2.15 Earths,15.479,2014

Kepler-405 c,3474,19.6 Earths,16.181,2014

Kepler-406 b,1187,6.35 Earths,12.603,2014

Kepler-407 c,1104,12.6 Jupiters,12.603,2014

Kepler-408 b,290,5 Earths,8.834,2014

Kepler-409 b,222,22 Earths,9.636,2014

Kepler-40 b,7519,2.2 Jupiters,14.657,2010

Kepler-410 A b,481,8.44 Earths,9.495,2013

Kepler-411 b,501,25.6 Earths,12.448,2013

Kepler-411 c,501,26.4 Earths,12.448,2016

Kepler-411 d,501,15.2 Earths,12.448,2018

Kepler-411 e,501,10.8 Earths,12.448,2018

Kepler-412 b,3543,0.941 Jupiters,14.399,2014

Kepler-414 b,1349,3.5 Earths,13.378,2014

Kepler-414 c,1349,29.9 Earths,13.378,2014

Kepler-415 b,1730,0.377 Jupiters,16.142,2014

Kepler-417 c,3177,7.7 Earths,15.864,2014

Kepler-418 b,3270,1.1 Jupiters,14.824,2014

Kepler-411 b,501,25.6 Earths,12.448,2013

Kepler-411 c,501,26.4 Earths,12.448,2016

Kepler-411 d,501,15.2 Earths,12.448,2018

Kepler-411 e,501,10.8 Earths,12.448,2018

Kepler-412 b,3543,0.941 Jupiters,14.399,2014

Kepler-414 b,1349,3.5 Earths,13.378,2014

Kepler-414 c,1349,29.9 Earths,13.378,2014

Kepler-415 b,1730,0.377 Jupiters,16.142,2014

Kepler-417 c,3177,7.7 Earths,15.864,2014

Kepler-418 b,3270,1.1 Jupiters,14.824,2014

Kepler-419 b,3299,2.5 Jupiters,13.089,2014

Kepler-419 c,3299,7.3 Jupiters,13.089,2014

Kepler-41 b,3566,0.56 Jupiters,14.509,2011

Kepler-421 b,1137,16.1 Earths,13.611,2014

Kepler-423 b,2475,0.595 Jupiters,14.462,2014

Kepler-425 b,2109,0.25 Jupiters,14.845,2014

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-430 b,2993,10.6 Earths,13.908,2015

Kepler-430 c,2993,3.71 Earths,13.908,2015

Kepler-431 b,1587,0.37 Earths,12.139,2015

Kepler-431 c,1587,0.229 Earths,12.139,2015

Kepler-432 b,2766,5.41 Jupiters,12.398,2015

Kepler-433 b,6127,2.82 Jupiters,14.717,2015

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-430 b,2993,10.6 Earths,13.908,2015

Kepler-430 c,2993,3.71 Earths,13.908,2015

Kepler-431 b,1587,0.37 Earths,12.139,2015

Kepler-431 c,1587,0.229 Earths,12.139,2015

Kepler-432 b,2766,5.41 Jupiters,12.398,2015

Kepler-433 b,6127,2.82 Jupiters,14.717,2015

Kepler-434 b,3988,2.86 Jupiters,14.49,2015

Kepler-436 c,1921,6.04 Earths,15.971,2016

Kepler-437 b,992,5.22 Earths,14.628,2015

Kepler-438 b,639,1.46 Earths,15.104,2015

Kepler-43 b,3281,3.23 Jupiters,13.986,2011

Kepler-440 b,982,4.12 Earths,15.637,2015

Kepler-441 b,874,3.33 Earths,15.567,2015

Kepler-442 b,1194,2.36 Earths,15.322,2015

Kepler-444 b,119,0.0374 Earths,8.87,2015

Kepler-444 c,119,0.0793 Earths,8.87,2015

Kepler-444 e,119,0.1 Earths,8.87,2015

Kepler-444 f,119,0.332 Earths,8.87,2015

Kepler-445 b,415,3.12 Earths,18.19,2015

Kepler-445 c,415,6.85 Earths,18.19,2015

Kepler-445 d,415,2.1 Earths,18.19,2015

Kepler-446 b,314,2.86 Earths,17.5041,2015

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-430 b,2993,10.6 Earths,13.908,2015

Kepler-430 c,2993,3.71 Earths,13.908,2015

Kepler-431 b,1587,0.37 Earths,12.139,2015

Kepler-431 c,1587,0.229 Earths,12.139,2015

Kepler-432 b,2766,5.41 Jupiters,12.398,2015

Kepler-433 b,6127,2.82 Jupiters,14.717,2015

Kepler-434 b,3988,2.86 Jupiters,14.49,2015

Kepler-436 c,1921,6.04 Earths,15.971,2016

Kepler-437 b,992,5.22 Earths,14.628,2015

Kepler-438 b,639,1.46 Earths,15.104,2015

Kepler-43 b,3281,3.23 Jupiters,13.986,2011

Kepler-440 b,982,4.12 Earths,15.637,2015

Kepler-441 b,874,3.33 Earths,15.567,2015

Kepler-442 b,1194,2.36 Earths,15.322,2015

Kepler-444 b,119,0.0374 Earths,8.87,2015

Kepler-444 c,119,0.0793 Earths,8.87,2015

Kepler-444 e,119,0.1 Earths,8.87,2015

Kepler-444 f,119,0.332 Earths,8.87,2015

Kepler-445 b,415,3.12 Earths,18.19,2015

Kepler-445 c,415,6.85 Earths,18.19,2015

Kepler-445 d,415,2.1 Earths,18.19,2015

Kepler-446 b,314,2.86 Earths,17.5041,2015

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-430 b,2993,10.6 Earths,13.908,2015

Kepler-430 c,2993,3.71 Earths,13.908,2015

Kepler-431 b,1587,0.37 Earths,12.139,2015

Kepler-431 c,1587,0.229 Earths,12.139,2015

Kepler-432 b,2766,5.41 Jupiters,12.398,2015

Kepler-433 b,6127,2.82 Jupiters,14.717,2015

Kepler-434 b,3988,2.86 Jupiters,14.49,2015

Kepler-436 c,1921,6.04 Earths,15.971,2016

Kepler-437 b,992,5.22 Earths,14.628,2015

Kepler-438 b,639,1.46 Earths,15.104,2015

Kepler-43 b,3281,3.23 Jupiters,13.986,2011

Kepler-440 b,982,4.12 Earths,15.637,2015

Kepler-441 b,874,3.33 Earths,15.567,2015

Kepler-442 b,1194,2.36 Earths,15.322,2015

Kepler-444 b,119,0.0374 Earths,8.87,2015

Kepler-444 c,119,0.0793 Earths,8.87,2015

Kepler-444 e,119,0.1 Earths,8.87,2015

Kepler-444 f,119,0.332 Earths,8.87,2015

Kepler-445 b,415,3.12 Earths,18.19,2015

Kepler-445 c,415,6.85 Earths,18.19,2015

Kepler-445 d,415,2.1 Earths,18.19,2015

Kepler-446 b,314,2.86 Earths,17.5041,2015

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-430 b,2993,10.6 Earths,13.908,2015

Kepler-430 c,2993,3.71 Earths,13.908,2015

Kepler-431 b,1587,0.37 Earths,12.139,2015

Kepler-431 c,1587,0.229 Earths,12.139,2015

Kepler-432 b,2766,5.41 Jupiters,12.398,2015

Kepler-433 b,6127,2.82 Jupiters,14.717,2015

Kepler-434 b,3988,2.86 Jupiters,14.49,2015

Kepler-436 c,1921,6.04 Earths,15.971,2016

Kepler-437 b,992,5.22 Earths,14.628,2015

Kepler-438 b,639,1.46 Earths,15.104,2015

Kepler-43 b,3281,3.23 Jupiters,13.986,2011

Kepler-440 b,982,4.12 Earths,15.637,2015

Kepler-441 b,874,3.33 Earths,15.567,2015

Kepler-442 b,1194,2.36 Earths,15.322,2015

Kepler-444 b,119,0.0374 Earths,8.87,2015

Kepler-444 c,119,0.0793 Earths,8.87,2015

Kepler-444 e,119,0.1 Earths,8.87,2015

Kepler-444 f,119,0.332 Earths,8.87,2015

Kepler-445 b,415,3.12 Earths,18.19,2015

Kepler-445 c,415,6.85 Earths,18.19,2015

Kepler-445 d,415,2.1 Earths,18.19,2015

Kepler-446 b,314,2.86 Earths,17.5041,2015

Kepler-421 b,1137,16.1 Earths,13.611,2014

Kepler-423 b,2475,0.595 Jupiters,14.462,2014

Kepler-425 b,2109,0.25 Jupiters,14.845,2014

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-430 b,2993,10.6 Earths,13.908,2015

Kepler-430 c,2993,3.71 Earths,13.908,2015

Kepler-431 b,1587,0.37 Earths,12.139,2015

Kepler-431 c,1587,0.229 Earths,12.139,2015

Kepler-432 b,2766,5.41 Jupiters,12.398,2015

Kepler-433 b,6127,2.82 Jupiters,14.717,2015

Kepler-434 b,3988,2.86 Jupiters,14.49,2015

Kepler-436 c,1921,6.04 Earths,15.971,2016

Kepler-437 b,992,5.22 Earths,14.628,2015

Kepler-438 b,639,1.46 Earths,15.104,2015

Kepler-43 b,3281,3.23 Jupiters,13.986,2011

Kepler-440 b,982,4.12 Earths,15.637,2015

Kepler-441 b,874,3.33 Earths,15.567,2015

Kepler-442 b,1194,2.36 Earths,15.322,2015

Kepler-444 b,119,0.0374 Earths,8.87,2015

Kepler-444 c,119,0.0793 Earths,8.87,2015

Kepler-444 e,119,0.1 Earths,8.87,2015

Kepler-444 f,119,0.332 Earths,8.87,2015

Kepler-445 b,415,3.12 Earths,18.19,2015

Kepler-421 b,1137,16.1 Earths,13.611,2014

Kepler-423 b,2475,0.595 Jupiters,14.462,2014

Kepler-425 b,2109,0.25 Jupiters,14.845,2014

Kepler-427 b,3320,0.29 Jupiters,14.301,2014

Kepler-428 b,2239,1.27 Jupiters,15.362,2014

Kepler-42 d,131,0.13 Earths,16.7,2011

Kepler-430 b,2993,10.6 Earths,13.908,2015

Kepler-430 c,2993,3.71 Earths,13.908,2015

Kepler-431 b,1587,0.37 Earths,12.139,2015

Kepler-431 c,1587,0.229 Earths,12.139,2015

Kepler-432 b,2766,5.41 Jupiters,12.398,2015

Kepler-433 b,6127,2.82 Jupiters,14.717,2015

Kepler-434 b,3988,2.86 Jupiters,14.49,2015

Kepler-436 c,1921,6.04 Earths,15.971,2016

Kepler-437 b,992,5.22 Earths,14.628,2015

Kepler-438 b,639,1.46 Earths,15.104,2015

Kepler-43 b,3281,3.23 Jupiters,13.986,2011

Kepler-440 b,982,4.12 Earths,15.637,2015

Kepler-441 b,874,3.33 Earths,15.567,2015

Kepler-442 b,1194,2.36 Earths,15.322,2015

Kepler-444 b,119,0.0374 Earths,8.87,2015

Kepler-444 c,119,0.0793 Earths,8.87,2015

Kepler-444 e,119,0.1 Earths,8.87,2015

Kepler-444 f,119,0.332 Earths,8.87,2015

Kepler-445 b,415,3.12 Earths,18.19,2015

Kepler-430 b,2993,10.6 Earths,13.908,2015

Kepler-430 c,2993,3.71 Earths,13.908,2015

Kepler-431 b,1587,0.37 Earths,12.139,2015

Kepler-431 c,1587,0.229 Earths,12.139,2015

Kepler-432 b,2766,5.41 Jupiters,12.398,2015

Kepler-433 b,6127,2.82 Jupiters,14.717,2015

Kepler-434 b,3988,2.86 Jupiters,14.49,2015

Kepler-436 c,1921,6.04 Earths,15.971,2016

Kepler-437 b,992,5.22 Earths,14.628,2015

Kepler-438 b,639,1.46 Earths,15.104,2015

Kepler-43 b,3281,3.23 Jupiters,13.986,2011

Kepler-440 b,982,4.12 Earths,15.637,2015

Kepler-441 b,874,3.33 Earths,15.567,2015

Kepler-442 b,1194,2.36 Earths,15.322,2015

Kepler-444 b,119,0.0374 Earths,8.87,2015

Kepler-444 c,119,0.0793 Earths,8.87,2015

Kepler-444 e,119,0.1 Earths,8.87,2015

Kepler-444 f,119,0.332 Earths,8.87,2015

Kepler-445 b,415,3.12 Earths,18.19,2015

Kepler-445 c,415,6.85 Earths,18.19,2015

Kepler-445 d,415,2.1 Earths,18.19,2015

Kepler-446 b,314,2.86 Earths,17.5041,2015

Kepler-446 d,314,2.39 Earths,17.5041,2015

Kepler-447 b,874,1.37 Jupiters,12.52,2015

Kepler-448 c,1303,22 Jupiters,11.51,2017

Kepler-460 c,4156,26.1 Earths,13.834,2016

Kepler-461 b,2258,7.18 Earths,13.457,2016

Kepler-462 b,1946,0.16959 Jupiters,11.632,2016

Kepler-462 c,1946,6 Earths,11.632,2020

Kepler-463 b,1288,9.53 Earths,12.999,2016

Kepler-464 b,2178,10.9 Earths,12.75,2016

Kepler-465 b,1804,9.01 Earths,12.651,2016

Kepler-467 b,1521,5.69 Earths,12.428,2016

Kepler-46 b,2535,6 Jupiters,15.312,2012

Kepler-46 c,2535,0.376 Jupiters,15.312,2012

Kepler-46 d,2535,3.33 Earths,15.312,2014

Kepler-470 b,3033,112 Jupiters,13.282,2016

Kepler-471 b,4076,117 Jupiters,13.767,2016

Kepler-472 b,1000,10.5 Earths,13.898,2016

Kepler-473 b,2955,15.6 Earths,13.548,2016

Kepler-476 b,2654,9.69 Earths,14.018,2016

Kepler-477 b,1197,4.94 Earths,13.835,2016

Kepler-478 b,1370,7.8 Earths,14.156,2016

Kepler-479 b,1125,5.14 Earths,13.724,2016

Kepler-47 b,3344,2.07 Earths,15.31,2012

Kepler-47 c,3344,3.17 Earths,15.31,2012

Kepler-47 d,3344,19.02 Earths,15.31,2019

Kepler-480 b,2765,8.15 Earths,13.23,2016

Kepler-481 b,2654,6.8 Earths,14.054,2016

Kepler-483 b,2806,10.4 Earths,13.452,2016

Kepler-460 c,4156,26.1 Earths,13.834,2016

Kepler-461 b,2258,7.18 Earths,13.457,2016

Kepler-462 b,1946,0.16959 Jupiters,11.632,2016

Kepler-462 c,1946,6 Earths,11.632,2020

Kepler-463 b,1288,9.53 Earths,12.999,2016

Kepler-464 b,2178,10.9 Earths,12.75,2016

Kepler-465 b,1804,9.01 Earths,12.651,2016

Kepler-467 b,1521,5.69 Earths,12.428,2016

Kepler-46 b,2535,6 Jupiters,15.312,2012

Kepler-46 c,2535,0.376 Jupiters,15.312,2012

Kepler-46 d,2535,3.33 Earths,15.312,2014

Kepler-470 b,3033,112 Jupiters,13.282,2016

Kepler-471 b,4076,117 Jupiters,13.767,2016

Kepler-472 b,1000,10.5 Earths,13.898,2016

Kepler-473 b,2955,15.6 Earths,13.548,2016

Kepler-476 b,2654,9.69 Earths,14.018,2016

Kepler-477 b,1197,4.94 Earths,13.835,2016

Kepler-478 b,1370,7.8 Earths,14.156,2016

Kepler-479 b,1125,5.14 Earths,13.724,2016

Kepler-47 b,3344,2.07 Earths,15.31,2012

Kepler-47 c,3344,3.17 Earths,15.31,2012

Kepler-47 d,3344,19.02 Earths,15.31,2019

Kepler-480 b,2765,8.15 Earths,13.23,2016

Kepler-481 b,2654,6.8 Earths,14.054,2016

Kepler-483 b,2806,10.4 Earths,13.452,2016

Kepler-460 c,4156,26.1 Earths,13.834,2016

Kepler-461 b,2258,7.18 Earths,13.457,2016

Kepler-462 b,1946,0.16959 Jupiters,11.632,2016

Kepler-462 c,1946,6 Earths,11.632,2020

Kepler-463 b,1288,9.53 Earths,12.999,2016

Kepler-464 b,2178,10.9 Earths,12.75,2016

Kepler-465 b,1804,9.01 Earths,12.651,2016

